genres,popularity
taiwan pop,48.08078474514118
liquid funk,48.075
collage pop,48.02083333333334
hip house,48.01338352884406
irish dance,48.0
8-bit,48.0
charango,48.0
atlanta punk,48.0
lexington ky indie,48.0
native american hip hop,48.0
hungarian contemporary classical,48.0
nz folk,48.0
huayno,48.0
maine hip hop,48.0
musica ayacuchana,48.0
atmospheric dnb,48.0
polish rock,48.0
fast melodic punk,48.0
j-pop girl group,48.0
mississippi indie,48.0
avant-garde metal,48.0
polish blues,48.0
folklore boliviano,48.0
boom bap,47.93644781144781
reggae fusion,47.90448327088189
hip pop,47.89587655088207
latin metal,47.87282608695652
red dirt,47.851967592592594
japanese singer-songwriter,47.84166666666668
swedish indie rock,47.83333333333334
garage house,47.790909090909096
atlanta metal,47.78888888888889
icelandic experimental,47.781645569620245
oakland hip hop,47.764114248869575
australian metalcore,47.719444444444434
west coast trap,47.7006039005877
scorecore,47.693768594246215
toronto indie,47.68051282051282
electroclash,47.67424242424242
danish rock,47.66447368421054
alabama indie,47.63636363636364
queer country,47.6264301693832
southern americana,47.6
power metal,47.59545781212902
nu gaze,47.57294142916755
neo soul,47.56996170594458
battle rap,47.548290196457
modern jazz trio,47.53333333333333
christian uplift,47.52083333333334
american post-rock,47.51041666666667
kentucky roots,47.50784917840376
funana,47.5
strut,47.5
argentine hardcore,47.5
brazilian modern jazz,47.5
new beat,47.5
hi-nrg,47.49796011105784
british soundtrack,47.49301463183741
uk worship,47.46666666666667
east coast reggae,47.46527777777778
manguebeat,47.45666666666666
new jersey indie,47.42865497076023
dinner jazz,47.36666666666666
german power metal,47.35909090909092
hard alternative,47.3536231884058
comedy rap,47.35276610644257
el paso indie,47.3452380952381
dunedin indie,47.33333333333334
pinoy hip hop,47.33333333333334
japanese punk rock,47.33333333333334
comic metal,47.30986399078503
alternative metal,47.29666726624183
experimental pop,47.294472448262006
vancouver metal,47.28571428571429
drum and bass,47.28333333333334
christian trap,47.25208333333334
alternative emo,47.24684037136869
worship,47.23898786701
alternative hip hop,47.22568090235551
float house,47.20833333333334
welsh indie,47.2
show tunes,47.18828246964021
latin christian,47.184111735639775
disney,47.18328465658613
canadian post-rock,47.16666666666666
retro soul,47.16
christian alternative rock,47.15405816736912
socal pop punk,47.14628163577034
chamber psych,47.10979908950014
big beat,47.08988926818834
hollywood,47.081744979614754
electro swing,47.01944444444445
action rock,47.0
minneapolis metal,47.0
indie shoegaze,47.0
j-reggae,47.0
connecticut indie,47.0
rock alternatif francais,47.0
experimental jazz,47.0
belgian contemporary classical,47.0
memphis indie,47.0
musique pour enfant quebecois,47.0
blues mexicano,47.0
finnish edm,47.0
japanese r&b,47.0
asheville indie,47.0
jazz metal,47.0
classic icelandic pop,47.0
pop quebecois,47.0
political hip hop,46.99450498390362
melodic death metal,46.985858585858594
western americana,46.97222222222222
portland indie,46.9638888888889
trova,46.96120690903301
dutch metal,46.94444444444444
christian music,46.941013583536346
meditation,46.91892496392496
italian violin,46.91666666666666
soca,46.90699404761904
dominican pop,46.8842211961062
dirty south rap,46.85655343919481
deep smooth jazz,46.83333333333334
korean classical performance,46.83333333333333
crunk,46.82129024121615
pirate,46.8125
swancore,46.8125
retro metal,46.78571428571429
houston rap,46.74082545846801
norteno-sax,46.72857142857144
russian folk rock,46.66666666666667
indie quebecois,46.66666666666667
zouk,46.66666666666666
garage rock revival,46.64320124320125
acid house,46.63846153846154
post-minimalism,46.6375
uk dnb,46.60952380952381
steampunk,46.60818713450293
roots americana,46.59643179765131
maine indie,46.58333333333334
dance-punk,46.552924936822976
roots worship,46.55283401239283
nordic classical piano,46.53571428571429
musica para ninos,46.535714285714285
nintendocore,46.53151260504202
breakbeat,46.53004626951996
italian disco,46.51172047766474
irish rock,46.50070447858778
southampton indie,46.5
contemporary choir,46.5
swedish choir,46.5
french hip hop,46.5
old school rap francais,46.5
american 21st century classical,46.5
ontario indie,46.47222222222222
swedish progressive metal,46.44444444444444
instrumental post-rock,46.44047619047621
christian punk,46.4372859025033
modern hard rock,46.42066666666667
neo r&b,46.41666666666666
cantopop,46.405139453120746
adoracion,46.39285714285714
uk americana,46.354546655182325
melodic metalcore,46.34047254910077
breakcore,46.33333333333334
denton tx indie,46.33333333333334
tucson indie,46.33333333333334
classic russian rock,46.32638888888889
world fusion,46.30678016726403
japanese dream pop,46.3
women's music,46.29140989729226
musica sarda,46.25
dark disco,46.25
horrorcore,46.24725274725274
banda carnavalera,46.209375
worcester ma indie,46.2
sound effects,46.18333333333334
icelandic pop,46.16721753398968
classic opm,46.149234738691256
british power metal,46.13333333333333
screamo,46.11473953936607
nova canco,46.0952380952381
philly rap,46.0729548257681
healing,46.070913419913424
indie jazz,46.03705395201559
bleep techno,46.020467836257296
texas country,46.01608646736054
intelligent dance music,46.00774300257059
cyberpunk,46.00621603260869
japanese electronic,46.0
eastern bloc groove,46.0
hindi indie,46.0
swiss worship,46.0
scottish metal,46.0
japanese idm,46.0
knoxville indie,46.0
tennessee metal,46.0
futurepop,46.0
french reggae,45.99285714285714
scottish rock,45.95549242424242
san marcos tx indie,45.92391304347826
garage rock,45.90610581395298
panpipe,45.875
romanian folk,45.875
canadian rock,45.86647264142246
dayton indie,45.86111111111112
gangster rap,45.85947065373311
messianic praise,45.82142857142857
a cappella,45.82007122507122
african reggae,45.8125
braindance,45.81081081081082
canadian post-hardcore,45.80289855072464
urban contemporary,45.77944183459381
conscious hip hop,45.77652087803522
groove metal,45.7645608085885
alternative roots rock,45.76315789473684
boston metal,45.75333333333333
gothic metal,45.749831649831656
piano rock,45.73831623257681
idaho indie,45.725
uk experimental electronic,45.72432432432433
popping,45.68210408684546
sacramento indie,45.67036591880343
polynesian pop,45.66210171568628
dreamo,45.60783122772919
easycore,45.59047619047619
melodic metal,45.58809523809524
nu-cumbia,45.55847913830914
griot,45.55555555555557
swedish metal,45.51697193589777
progressive sludge,45.5
cuban alternative,45.5
trival,45.5
australian rock,45.49562378585285
freak folk,45.49369949143213
kids dance party,45.48214285714285
italian adult pop,45.47504327159058
umbanda,45.47159090909091
panamanian pop,45.462296324365305
palm desert scene,45.44901960784314
afrofuturism,45.43323475601021
french metal,45.375
chunchaca,45.375
french death metal,45.375
dark cabaret,45.37037037037037
sertanejo,45.363321799307954
west coast rap,45.35923822079583
canadian punk,45.35031957290021
japanese vgm,45.34901960784314
south carolina indie,45.3469387755102
bhangra,45.33333333333334
classical piano duo,45.33333333333334
contemporary vocal jazz,45.29454563960726
buffalo ny indie,45.256470588235295
balkan classical piano,45.25
memphis hip hop,45.24457792665272
lilith,45.22811927006301
british post-rock,45.22222222222222
reggae rock,45.21651091026092
progressive post-hardcore,45.20967741935483
wyoming roots,45.196202531645575
chicago house,45.1473544973545
russian rock,45.13888888888889
german soundtrack,45.13312211981568
washington indie,45.12678787878788
southern metal,45.125
emo,45.10278760745128
puerto rican rock,45.0899470899471
rock andaluz,45.08333333333333
turntablism,45.07774699194577
neue deutsche harte,45.07040816326529
duranguense,45.06853206317493
american shoegaze,45.06666666666666
compositional ambient,45.02034070395192
geek folk,45.0
singing bowl,45.0
women's choir,45.0
japanese concert band,45.0
warm drone,45.0
dutch blues,45.0
salsa cubana,45.0
deep dnb,45.0
neurofunk,45.0
latino comedy,45.0
stoner rock,44.96115829310448
cumbia lagunera,44.951785714285705
bachata dominicana,44.95009877612338
kiwi rock,44.94796466973886
grave wave,44.92121212121212
tamborazo,44.91666666666666
british comedy,44.91428571428572
old school uk hip hop,44.90000000000001
celtic rock,44.877633279054
mariachi cristiano,44.866959453464645
hardcore hip hop,44.856904656819545
bounce,44.85193498452013
dream pop,44.82810303621186
madchester,44.8040215032294
progressive metal,44.77892648287386
balkan brass,44.75
mande pop,44.68589743589744
celtic punk,44.67332435418211
drill and bass,44.66666666666667
j-ambient,44.66666666666666
manila sound,44.66666666666666
norwegian experimental,44.66666666666666
modern southern rock,44.66212121212122
salsa venezolana,44.62287808641975
post-rock,44.621298334433945
rock,44.619426528888425
riddim,44.61204481792716
ambient pop,44.58333333333333
chopped and screwed,44.581706773618535
funk metal,44.5816486047964
danish pop rock,44.57142857142857
lancaster pa indie,44.57142857142857
norwegian black metal,44.56666666666667
norwegian metal,44.54166666666667
gypsy punk,44.54166666666666
surf punk,44.53777777777778
metalcore,44.5172825076799
denver indie,44.5
joropo,44.5
western mass indie,44.5
sound team,44.5
louvor,44.5
lo star,44.5
musica potosina,44.5
uk stoner rock,44.5
g funk,44.4471756948908
psychedelic pop,44.41079657669518
australian alternative rock,44.40312500000001
anti-folk,44.37824682273646
classical oboe,44.375
country dawn,44.373496597242365
comedy rock,44.373166522864544
canadian indie,44.34827360477908
swedish power metal,44.33597883597884
scratch,44.33333333333334
drift,44.33333333333334
country,44.317245424231885
east coast hip hop,44.3135850481428
ambient folk,44.30612535612536
olympia wa indie,44.291269841269845
deep house,44.28532818532821
garage pop,44.275
canadian comedy,44.25
modern power pop,44.24953557180448
soundtrack,44.23811927665713
west coast reggae,44.23714285714285
double drumming,44.18045678964637
experimental vocal,44.17932489451477
brazilian groove metal,44.17391304347826
metal mineiro,44.17391304347826
brazilian thrash metal,44.17391304347826
brazilian metal,44.17391304347826
deep southern trap,44.17152386173768
classic mandopop,44.16460658720186
new jersey hardcore,44.148816747572816
afro dancehall,44.135101010101
psychedelic punk,44.13333333333333
venezuelan rock,44.13333333333333
chicano rap,44.11532231713021
melancholia,44.09759189728343
russian chanson,44.0925925925926
cleveland metal,44.07142857142858
crack rock steady,44.05555555555557
children's music,44.04718597568068
industrial metal,44.04012686695096
japanese pop punk,44.02083333333334
kindie rock,44.01845238095239
noise pop,44.01814290045997
american metalcore,44.0
progressive power metal,44.0
traditional funk,44.0
sevillanas,44.0
israeli mediterranean,44.0
manitoba indie,44.0
rva indie,44.0
japanese garage rock,44.0
detroit techno,44.0
gaian doom,44.0
recorder,44.0
enka,44.0
indie singer-songwriter,44.0
french movie tunes,44.0
canadian metalcore,44.0
modern bollywood,43.99960323559226
new orleans rap,43.9891328197946
german metal,43.97205500222417
classical saxophone,43.92
ectofolk,43.91747126251364
underground rap,43.91666666666667
sevdah,43.91666666666666
slam poetry,43.89
uk pop punk,43.85
smooth saxophone,43.84766499902694
jazz rap,43.84492507897304
stoner metal,43.83792016806723
deathcore,43.83555555555554
dungeon synth,43.83333333333334
atmospheric black metal,43.83333333333334
ambient black metal,43.83333333333334
melodic hardcore,43.82813860246897
deep groove house,43.81785714285714
modern old-time,43.80769230769232
brazilian reggae,43.80555555555554
sertanejo universitario,43.80065359477124
bansuri,43.8
progressive jazz fusion,43.79595959595961
musica costena,43.79333333333334
shred,43.776156862745104
shoegaze,43.771494850251
power thrash,43.75
virginia metal,43.73798076923077
new wave pop,43.71101207026327
folk punk,43.684862745098044
english indie rock,43.66666666666666
italian jazz,43.66666666666666
classic australian country,43.66666666666666
christian metalcore,43.6369696969697
cancion melodica,43.6201045578881
arabesk,43.6
skate punk,43.582700000302175
final fantasy,43.58088235294117
cumbia salvadorena,43.57407407407407
vancouver punk,43.56944444444444
supergroup,43.56117259660592
polyphony,43.55
djent,43.5375
jewish hip hop,43.5
michigan indie,43.5
abstract,43.5
orthodox chant,43.5
chamber ensemble,43.5
queens hip hop,43.47939770847992
bow pop,43.46647198014357
australian country,43.41894736842105
microhouse,43.41773504273504
azonto,43.412987012987024
classify,43.38161764705883
early music choir,43.375
sacramento hip hop,43.37141025641026
neo classical metal,43.367625000558434
nederpop,43.34499999999999
black 'n' roll,43.33333333333334
australian ska,43.33333333333334
deep funk,43.33333333333334
norwegian death metal,43.33333333333334
blackened crust,43.33333333333334
classical harp,43.33333333333333
deep east coast hip hop,43.325
lovers rock,43.30639148946398
scottish new wave,43.29695322793149
canadian country,43.29636513000568
scottish folk,43.29523809523808
swedish death metal,43.28598484848485
neoclassical darkwave,43.28316405047707
orgcore,43.27651515151516
pittsburgh rock,43.25
ambient,43.24113652812282
tone,43.16666666666666
dreamgaze,43.16666666666666
old school dancehall,43.15608486341246
wu fam,43.153935185185176
baroque pop,43.10153204806029
classical mandolin,43.1
cartoon,43.09620532619078
finnish power metal,43.09090909090909
folclor colombiano,43.08695652173913
musica andina colombiana,43.08695652173913
kingston on indie,43.06944444444444
phoenix indie,43.06666666666667
psychedelic doom,43.0625
vancouver indie,43.06216216216217
c-pop,43.0565687644302
swiss metal,43.05
movie tunes,43.020155361931074
tex-mex,43.00237670825906
wassoulou,43.0
dc indie,43.0
manchester indie,43.0
ok indie,43.0
musique touareg,43.0
western saharan folk,43.0
finnish heavy metal,43.0
soviet synthpop,43.0
deep latin alternative,43.0
nu age,43.0
danish punk,43.0
cornwall indie,43.0
bible,43.0
rock pernambucano,43.0
caracas indie,43.0
tuareg guitar,43.0
ottawa indie,43.0
canto popular uruguayo,43.0
springfield mo indie,43.0
banda caliente,42.99270833333334
harlem hip hop,42.961315970598925
gaita zuliana,42.95238095238096
world,42.93477483986992
viking metal,42.921568627450974
baroque ensemble,42.87843600522118
north carolina metal,42.875
champeta,42.86601307189542
instrumental rock,42.86089750293544
alternative country,42.85791917624276
vbs,42.833333333333336
melodic deathcore,42.819047619047616
nueva cancion,42.80535019727964
belgian singer-songwriter,42.8
sophisti-pop,42.79988404231007
tecnobanda,42.7826126722758
neue deutsche todeskunst,42.77777777777777
preschool children's music,42.76112355077873
chamame,42.75
south african country,42.75
alternative rock,42.72960825695093
colombian rock,42.72
ethio-jazz,42.71551724137932
musica cristiana guatemalteca,42.66666666666666
new jersey punk,42.595245319001386
moldovan pop,42.55555555555555
texas latin rap,42.54809546388496
children's folk,42.54246031746031
permanent wave,42.52939460781844
salsa puertorriquena,42.52207469836558
portland punk,42.51969696969697
synthpop,42.51134953955557
danish alternative rock,42.5
ny roots,42.5
son jarocho,42.5
japanese classical piano,42.5
roots reggae,42.47199318068877
rif,42.44444444444444
turbo folk,42.42857142857143
chaotic hardcore,42.41666666666666
indie punk,42.40075961774074
hyphy,42.34995878165071
swedish alternative rock,42.34229249011858
bronx hip hop,42.32089285714285
opera metal,42.31313131313132
african rock,42.270833333333336
canadian celtic,42.22739926739927
canadian hardcore,42.22222222222222
nigerian hip hop,42.21616161616162
modern ska punk,42.19686446886448
jamgrass,42.19577205882352
transpop,42.18181818181818
new age piano,42.178973598418
grunge pop,42.16666666666666
peruvian rock,42.16363636363637
neo-traditional bluegrass,42.15
turkish pop,42.133689839572185
slowcore,42.10300938612068
deathgrass,42.06666666666667
japanese classical,42.06553773024361
riot grrrl,42.05489795918368
australian children's music,42.051948051948045
japanese instrumental,42.0515873015873
buffalo ny metal,42.013888888888886
mpb,42.000421778450615
albanian pop,42.0
nz indie,42.0
musica popular paraense,42.0
uk post-hardcore,42.0
german punk,42.0
ska jazz,42.0
columbus ohio indie,42.0
plunderphonics,42.0
icelandic jazz,42.0
cornish folk,42.0
german indie,42.0
isle of wight indie,42.0
bristol indie,42.0
dark jazz,42.0
brazilian contemporary classical,42.0
uk noise rock,42.0
french techno,42.0
gospel rap,42.0
new romantic,41.97626208035066
gospel r&b,41.903352490421454
operatic pop,41.87770629355904
folklore venezolano,41.833333333333336
classic polish pop,41.833333333333336
cambridge choir,41.83241758241759
canadian singer-songwriter,41.789234508321535
melodic thrash,41.78138528138528
sludge metal,41.77254901960784
swedish jazz,41.75880952380953
folklore argentino,41.75714285714286
dub poetry,41.75
azeri traditional,41.75
pop nacional antigas,41.75
polish contemporary classical,41.73333333333333
desi pop,41.71135988026325
samba-rock,41.70857142857143
tropicalia,41.6869315758868
jam band,41.68516816687121
israeli rock,41.674948240165634
pet calming,41.66666666666666
folclore tucumano,41.65
musica andina,41.63809523809524
outlaw country,41.62699425692748
vegan straight edge,41.625
reggae,41.61784684751525
narodna muzika,41.6
minneapolis punk,41.583333333333336
japanese new wave,41.58315789473684
omaha indie,41.57407407407407
uk reggae,41.57312867956266
christian hardcore,41.5
indian fusion,41.5
dub techno,41.5
goregrind,41.5
glam rock,41.46471663122513
experimental ambient,41.43226788432269
ska punk,41.423229042515416
musica popular mineira,41.411057692307686
grupera,41.398925004704026
bboy,41.39194139194139
new jack swing,41.38927659975997
afropop,41.38034148461422
danish metal,41.3686951754386
mandolin,41.342251082251074
musica popular colombiana,41.340429275158336
chanson paillarde,41.333333333333336
musica hondurena,41.33333333333333
punta,41.33333333333333
cathedral choir,41.29629629629628
brazilian soul,41.27272727272727
metal,41.26673704771749
scottish indie,41.24570105820106
anadolu rock,41.2
austin singer-songwriter,41.16666666666667
new age,41.12602719219767
grunge,41.12059484873074
psicodelia brasileira,41.11805555555557
gruperas inmortales,41.0865314647336
british black metal,41.075
jovem guarda,41.05277777777778
classic cantopop,41.04512281222808
chicago punk,41.01733821733822
vietnamese pop,41.0
vietnamese bolero,41.0
jazz mexicano,41.0
baroque brass,41.0
american early music,41.0
ghent indie,41.0
melodic hard rock,41.0
sarod,41.0
memphis americana,41.0
hip hop cubano,41.0
euroska,41.0
deep disco house,41.0
guzheng,41.0
v-pop,41.0
belgian indie rock,41.0
sound art,41.0
beninese pop,41.0
athens indie,40.99592391304348
pop violin,40.98611111111112
virginia punk,40.958333333333336
german jazz,40.9537037037037
midwest emo,40.94444444444444
canadian classical piano,40.9421238570241
salsa colombiana,40.93785966810968
modern funk,40.9305581743531
chanson,40.923411697590005
cumbia,40.88709409393048
tempe indie,40.885714285714286
canadian metal,40.87513709673989
croatian pop,40.875
croatian rock,40.875
chiptune,40.8235294117647
garage psych,40.814891205285946
contrabass,40.8125
classic swedish pop,40.79803921568628
irish country,40.768518518518526
yugoslav rock,40.75
minimalism,40.72530441400304
classical horn,40.72527472527472
tipico,40.719298245614034
british death metal,40.675
deep idm,40.66666666666666
salsa peruana,40.6598440545809
modern blues,40.652889990509735
brit funk,40.629285714285714
rock baiano,40.55
pop romantico,40.53679501932052
drone,40.50425685425685
rock alternativo brasileiro,40.5
hard rock brasileiro,40.5
lund indie,40.5
death 'n' roll,40.5
ambient house,40.5
turkish classical performance,40.5
roda de samba,40.5
soft rock,40.47195674787472
classic uk pop,40.41996483002756
choral,40.40145780203679
acoustic punk,40.37649219467401
canadian soundtrack,40.3410736579276
medieval folk,40.33357142857143
musica para criancas,40.333333333333336
christchurch indie,40.333333333333336
prog quebec,40.333333333333336
black metal,40.31934046345811
salsa,40.3118387491061
heartland rock,40.29012319171435
dallas indie,40.25
christian metal,40.211260534337455
disco,40.193234841163466
gothabilly,40.185185185185176
irish metal,40.16666666666666
brazilian boogie,40.15064102564102
instrumental funk,40.1307255950885
punk blues,40.12639352059221
tejano,40.034021504456845
classic canadian rock,40.017443570619285
german rock,40.00738304093568
uk contemporary jazz,40.0
drone metal,40.0
post-doom metal,40.0
villancicos,40.0
chinese traditional,40.0
kentucky metal,40.0
yugoslav new wave,40.0
vgm instrumental,40.0
christmas product,40.0
deep soul house,40.0
russian metalcore,40.0
atmospheric sludge,40.0
ukrainian pop,40.0
australian post-hardcore,40.0
polish jazz,40.0
atmospheric post-metal,40.0
russian metal,40.0
industrial rock,39.99560921066799
afrobeat,39.99435661557381
comic,39.920858092613614
ohio indie,39.90909090909091
dance rock,39.88097485142633
chamber choir,39.87136139722347
funk rock,39.86044610126617
japanese city pop,39.85748412698413
new wave,39.857124672114
samba moderno,39.833333333333336
twoubadou,39.8125
abstract hip hop,39.79070247933884
ska,39.7731674794676
dark post-punk,39.7625641025641
taiwan campus folk,39.75952380952381
gospel,39.75122107917306
dunedin sound,39.75
hindi hip hop,39.75
beatlesque,39.729592484390174
historically informed performance,39.69191496568208
chamber orchestra,39.62110591290388
experimental guitar,39.61111111111112
oceania soundtrack,39.61111111111112
german thrash metal,39.55555555555557
classic schlager,39.55
norwegian jazz,39.55
ecm-style jazz,39.539183804982585
speed metal,39.52958992927922
christian relaxative,39.507752509895504
folclore jujeno,39.5
native american flute,39.4810606060606
modern string quartet,39.45454545454545
rumba,39.40172260317328
israeli singer-songwriter,39.38412698412698
nordic orchestra,39.37777777777777
shibuya-kei,39.34123260640288
martial industrial,39.333333333333336
neofolk,39.333333333333336
afghan pop,39.32142857142857
louisville underground,39.3125
canadian psychedelic,39.28095238095239
musica llanera,39.2765737874097
early music ensemble,39.266129032258064
new weird america,39.262126111089614
singer-songwriter,39.26181544737996
british grindcore,39.25
bay area hip hop,39.25
street band,39.22222222222223
classic israeli pop,39.20975056689343
lo-fi,39.20808297820143
turkish psych,39.2
yacht rock,39.19134546170346
pagan black metal,39.181372549019606
autonomous black metal,39.181372549019606
beat italiano,39.16666666666667
folclor afrocolombiano,39.16666666666667
dub,39.138300374716025
deathgrind,39.125
death metal,39.11040608488706
rock keyboard,39.08535574325823
chicago hardcore,39.05925925925926
anarcho-punk,39.04358974358974
post-hardcore,39.0135967724055
accordeon,39.0
rumba congolaise,39.0
erhu,39.0
essex indie,39.0
free folk,39.0
french post-punk,39.0
ethiopian pop,39.0
irish accordion,39.0
kora,39.0
hawaiian indie,39.0
hong kong rock,39.0
hong kong indie,39.0
polish reggae,39.0
indie electronica,39.0
japanese girl punk,39.0
deep gothic post-punk,39.0
japanese prog,39.0
australian classical piano,39.0
classic praise,38.98854166666667
metal guitar,38.9843137254902
uk doom metal,38.96428571428572
twee pop,38.92613636363637
florida death metal,38.925
techno,38.91176470588236
ska revival,38.85309505309507
arab groove,38.833333333333336
arkansas country,38.81333743435043
psychobilly,38.80864197530864
tampa indie,38.77272727272727
brutal death metal,38.732341269841264
glam metal,38.71648642779222
kentucky punk,38.66666666666666
cosmic post-rock,38.66666666666666
rock drums,38.66556036556037
canadian experimental,38.64285714285714
deep soundtrack,38.63809523809524
canadian indigenous,38.625
neo-pagan,38.6
technical thrash,38.6
garage punk,38.55974025974026
connecticut hardcore,38.54166666666667
brazilian indie,38.53666666666667
baroque violin,38.52777777777778
doom metal,38.52387152777778
neue deutsche welle,38.51944444444444
emo punk,38.513888888888886
ranchera,38.51056164817796
classic norwegian pop,38.5
vocal ensemble,38.5
quiet storm,38.4926273141708
roots rock,38.45412585568318
native american,38.45028232636928
miami bass,38.415024630541865
smooth jazz,38.39381026611788
mellow gold,38.36484908490819
queercore,38.35
cumbia colombiana regia,38.34464285714286
slamming deathcore,38.333333333333336
classical countertenor,38.333333333333336
deathrash,38.32644927536232
hard rock,38.326197983924416
funk,38.30313367832304
deep ragga,38.26363636363636
album rock,38.26057678819572
dutch indie,38.25
garage punk blues,38.2
traditional soul,38.1875
math rock,38.13541666666666
rhode island indie,38.13333333333335
punk,38.08884996959455
nwothm,38.083333333333336
dirty texas rap,38.06944444444444
minneapolis sound,38.05769481764583
old school hip hop,38.02985664697621
corrosion,38.025
uk rockabilly,38.0
swiss country,38.0
halifax indie,38.0
iskelma,38.0
modern big band,38.0
classic finnish pop,38.0
humppa,38.0
punjabi pop,38.0
reading indie,38.0
celtic harp,38.0
dutch death metal,38.0
mbalax,38.0
taiwan hip hop,38.0
sotalaulut,38.0
dutch jazz,38.0
instrumental acoustic guitar,38.0
fo jing,38.0
new zealand classical,38.0
old west,38.0
finnish soul,38.0
sufi,37.984320775480704
shanty,37.96428571428572
celtic,37.93926026497784
sitar,37.93145161290322
oklahoma country,37.92802214958458
new comedy,37.925
contemporary jazz,37.90998036306329
punk 'n' roll,37.89511111111111
power-pop punk,37.893518518518526
finnish hard rock,37.888888888888886
kundiman,37.85
mexican rock-and-roll,37.84513740458508
latin soundtrack,37.821969696969695
german hard rock,37.810526315789474
merengue,37.73648681897604
mizrahi,37.71428571428572
louisiana metal,37.708333333333336
freestyle,37.70287231101767
soul,37.68408309501712
hungarian classical performance,37.68033981269278
flamenco,37.656116737739865
alternative pop,37.63709806397306
jawaiian,37.63665638130252
folkmusik,37.63333333333335
kayokyoku,37.619047619047606
technical death metal,37.61
ethereal wave,37.59136111111111
us power metal,37.530623697290366
e6fi,37.51436335403727
cumbia funk,37.5
british contemporary classical,37.47222222222222
boston hardcore,37.45238095238096
british jazz,37.452173913043474
sleaze rock,37.43572053727718
brighton indie,37.43333333333333
british classical piano,37.42615384615385
german heavy metal,37.42105263157895
polca paraguaya,37.41666666666667
boogie,37.38333333333333
canadian children's music,37.35714285714285
german show tunes,37.35714285714285
harp,37.33333333333333
dark wave,37.33143711551606
chutney,37.30752779668709
progressive bluegrass,37.29662284046477
boston rock,37.27861854520509
french classical piano,37.25314401617774
post-disco,37.229396754737394
c86,37.18452380952381
nwobhm,37.18052432931464
neo-trad metal,37.16666666666666
mod revival,37.12222222222222
chill guitar,37.11594202898551
electro,37.10704981505326
birmingham metal,37.08631868131869
p funk,37.07617258653613
porro,37.06666666666668
fourth world,37.05373202041597
swamp rock,37.05295744098387
horror punk,37.04880720716911
dutch trance,37.01111111111111
experimental dub,37.0
duduk,37.0
hammered dulcimer,37.0
afrofuturismo brasileiro,37.0
armenian folk,37.0
tuna estudiantil,37.0
folklore veracruzano,37.0
technical melodic death metal,37.0
faroese pop,37.0
tagalog worship,36.96103896103896
family gospel,36.9375
southern soul blues,36.93015873015872
gothic post-punk,36.92
ambient techno,36.833333333333336
classic rock,36.8183916977534
electro-industrial,36.81349862258953
art rock,36.804587762338464
techno kayo,36.79488721804512
jangle pop,36.76703886152161
neo-progressive,36.72395833333333
classical piano,36.71455774409432
early synthpop,36.71450617283951
